Organism/Name,Strain,Genome,TaxID,no rank,superkingdom,phylum,class,order,family,genus,genome_type,evid
Methanoculleus chikugoensis,MG62,GCF_019669965.1,118126,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Incomplete nitrogen-fixing genomes,
Sarcina ventriculi,MGYG-HGUT-00048,GCF_902362755.1,1267,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Sarcina,Incomplete nitrogen-fixing genomes,
Loigolactobacillus bifermentans,LB003,GCF_009650015.1,1607,cellular organisms,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Incomplete nitrogen-fixing genomes,
Veillonella seminalis,ADV4313-2,GCF_003992065.1,1502943,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Incomplete nitrogen-fixing genomes,
Methanocaldococcus bathoardescens,JH146,GCF_000739065.1,1301915,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Incomplete nitrogen-fixing genomes,
Methanobrevibacter millerae,DSM 16643,GCF_900103415.1,230361,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Incomplete nitrogen-fixing genomes,
Megasphaera hutchinsoni,KA00182,GCF_001553405.1,1588748,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Incomplete nitrogen-fixing genomes,
Methanobrevibacter olleyae,YLM1,GCF_001563245.1,294671,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Incomplete nitrogen-fixing genomes,
Methanofollis ethanolicus,HASU,GCF_001571385.1,488124,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Incomplete nitrogen-fixing genomes,
Methanoculleus thermophilus,CR-1,GCF_001571405.1,2200,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Incomplete nitrogen-fixing genomes,
Christensenella minuta,DSM 22607,GCF_003628755.1,626937,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Incomplete nitrogen-fixing genomes,
Sphaerospermopsis aphanizomenoides BCCUSP55,BCCUSP55,GCF_001586785.1,1810943,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,Incomplete nitrogen-fixing genomes,
Methanoculleus horonobensis,T10,GCF_001602375.1,528314,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Incomplete nitrogen-fixing genomes,
Methanoculleus sediminis,S3Fa,GCF_001017125.1,1550566,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Incomplete nitrogen-fixing genomes,
Paraclostridium benzoelyticum,JC272,GCF_001006285.1,1629550,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Paraclostridium,Incomplete nitrogen-fixing genomes,
Thermosulfurimonas dismutans,S95,GCF_001652585.1,999894,cellular organisms,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfurimonas,Incomplete nitrogen-fixing genomes,
Cloacibacillus porcorum,CL-84,GCF_001701045.1,1197717,cellular organisms,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Incomplete nitrogen-fixing genomes,
Fortiea contorta PCC 7126,PCC 7126,GCF_000332295.1,643473,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Fortieaceae,Fortiea,Incomplete nitrogen-fixing genomes,
Eubacterium ruminantium,ATCC 17233,GCF_900167085.1,42322,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Incomplete nitrogen-fixing genomes,
Pseudobutyrivibrio xylanivorans DSM 14809,DSM 14809,GCF_900141825.1,1123012,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Pseudobutyrivibrio,Incomplete nitrogen-fixing genomes,
Romboutsia lituseburensis DSM 797,DSM 797,GCF_900103615.1,1121325,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Incomplete nitrogen-fixing genomes,
Eubacterium pyruvativorans,i6,GCF_900102225.1,155865,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Incomplete nitrogen-fixing genomes,
Succiniclasticum ruminis DSM 9236,DSM 9236,GCF_900112895.1,1123323,cellular organisms,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Incomplete nitrogen-fixing genomes,
Megasphaera paucivorans,DSM 16981,GCF_900103535.1,349095,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Incomplete nitrogen-fixing genomes,
Eubacterium oxidoreducens,DSM 3217,GCF_900104415.1,1732,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Incomplete nitrogen-fixing genomes,
Tepidimicrobium xylanilyticum,DSM 23310,GCF_900106765.1,1123352,cellular organisms,Bacteria,Bacillota,Tissierellia,Tissierellales,Tepidimicrobiaceae,Tepidimicrobium,Incomplete nitrogen-fixing genomes,
Methanococcoides vulcani,SLH 33,GCF_900111645.1,1353158,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Incomplete nitrogen-fixing genomes,
Methanobrevibacter gottschalkii DSM 11977,DSM 11977,GCF_003814835.1,1122229,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Incomplete nitrogen-fixing genomes,
Thermodesulforhabdus norvegica,DSM 9990,GCF_900114975.1,39841,cellular organisms,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,Thermodesulforhabdus,Incomplete nitrogen-fixing genomes,
Acetitomaculum ruminis DSM 5522,DSM 5522,GCF_900112085.1,1120918,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Acetitomaculum,Incomplete nitrogen-fixing genomes,
Urinicoccus massiliensis,FC2,GCF_900120405.1,1723382,cellular organisms,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Urinicoccus,Incomplete nitrogen-fixing genomes,
Schwartzia succinivorans DSM 10502,DSM 10502,GCF_900129225.1,1123243,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia,Incomplete nitrogen-fixing genomes,
Tissierella praeacuta,NCTC11158,GCF_900460335.1,43131,cellular organisms,Bacteria,Bacillota,Tissierellia,Tissierellales,Tissierellaceae,Tissierella,Incomplete nitrogen-fixing genomes,
Fusobacterium massiliense,Marseille-P2749,GCF_900095705.1,1852365,cellular organisms,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Incomplete nitrogen-fixing genomes,
Blautia massiliensis,MSK.16.79,GCF_013305055.1,1737424,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Incomplete nitrogen-fixing genomes,
Mobilibacterium timonense,Marseille-P3194,GCF_900155555.1,1871012,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mobilibacterium,Incomplete nitrogen-fixing genomes,
Eubacterium uniforme,ATCC 35992,GCF_900167115.1,39495,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Incomplete nitrogen-fixing genomes,
Gordonibacter urolithinfaciens,An234A,GCF_002159895.1,1335613,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Incomplete nitrogen-fixing genomes,
Calderihabitans maritimus,KKC1,GCF_002207765.1,1246530,Moorella group,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans,Incomplete nitrogen-fixing genomes,
Dehalobacterium formicoaceticum,DMC,GCF_002224645.1,51515,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Dehalobacterium,Incomplete nitrogen-fixing genomes,
Mogibacterium pumilum,ATCC 700696,GCF_002243385.1,86332,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Incomplete nitrogen-fixing genomes,
Lachnotalea glycerini,DSM 28816,GCF_003201285.1,1763509,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnotalea,Incomplete nitrogen-fixing genomes,
Methanosphaera cuniculi,1R-7,GCF_002287195.1,1077256,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Incomplete nitrogen-fixing genomes,
Murdochiella vaginalis,Marseille-P2341,GCF_900119705.1,1852373,cellular organisms,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella,Incomplete nitrogen-fixing genomes,
Desulforamulus profundi,Bs107,GCF_002607855.1,1383067,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus,Incomplete nitrogen-fixing genomes,
Agathobacter ruminis,JK623,GCF_002735305.1,1712665,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Agathobacter,Incomplete nitrogen-fixing genomes,
Candidatus Formimonas warabiya,DCMF,GCF_002777255.1,1761012,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Candidatus Formimonas,Incomplete nitrogen-fixing genomes,
Labilibaculum filiforme,59.16B,GCF_002843315.1,1940526,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,Incomplete nitrogen-fixing genomes,
Raoultibacter massiliensis,Marseille-P2849,GCF_900199545.1,1852371,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,Incomplete nitrogen-fixing genomes,
Raoultibacter timonensis,CE91-St30,GCF_022845715.1,1907662,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,Incomplete nitrogen-fixing genomes,
Herbinix hemicellulosilytica,T3/55T,GCF_002904165.1,1564487,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Herbinix,Incomplete nitrogen-fixing genomes,
Mogibacterium diversum,CCUG 47132,GCF_002998925.1,114527,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Incomplete nitrogen-fixing genomes,
Neobittarella massiliensis,Marseille-P4047,GCF_900289145.1,2041842,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Neobittarella,Incomplete nitrogen-fixing genomes,
Selenomonas massiliensis,Marseille-P4036,GCF_900290285.1,2058293,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Incomplete nitrogen-fixing genomes,
Photobacterium lutimaris,JCM 13586,GCF_003025555.1,388278,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Incomplete nitrogen-fixing genomes,
Kineothrix alysoides,KNHs209,GCF_000732725.1,1469948,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Incomplete nitrogen-fixing genomes,
Thermodesulfobium acidiphilum,3127/1/1 0:00,GCF_003057965.1,1794699,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,Incomplete nitrogen-fixing genomes,
Methanobrevibacter woesei,DSM 11979,GCF_003111605.1,190976,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Incomplete nitrogen-fixing genomes,
Methanobrevibacter thaueri,DSM 11995,GCF_003111625.1,190975,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Incomplete nitrogen-fixing genomes,
Vallitalea guaymasensis,Ra1766G1,GCF_018141425.1,1185412,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Vallitaleaceae,Vallitalea,Incomplete nitrogen-fixing genomes,
Megasphaera hexanoica,Oil-RF-744-FAT-WT-6-1,GCF_012843505.1,1675036,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Incomplete nitrogen-fixing genomes,
Megasphaera stantonii,AJH120,GCF_003367905.1,2144175,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Incomplete nitrogen-fixing genomes,
Romboutsia hominis,MT17,GCF_900074625.1,1507512,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Incomplete nitrogen-fixing genomes,
Eubacterium maltosivorans,YI,GCF_002441855.2,2041044,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Incomplete nitrogen-fixing genomes,
Fusobacterium canifelinum,FDAARGOS_1126,GCF_016724785.1,285729,cellular organisms,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Incomplete nitrogen-fixing genomes,
Intestinibaculum porci,SG0102,GCF_003925875.1,2487118,cellular organisms,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Intestinibaculum,Incomplete nitrogen-fixing genomes,
Ancylomarina subtilis,DSM 28825,GCF_004217115.1,1639035,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Ancylomarina,Incomplete nitrogen-fixing genomes,
Intestinimonas timonensis,GD4,GCF_900626145.1,1689270,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,,Intestinimonas,Incomplete nitrogen-fixing genomes,
Methanofervidicoccus abyssi,HHB,GCF_004310395.1,2082189,Methanococcales incertae sedis,Archaea,Euryarchaeota,Methanococci,Methanococcales,,Methanofervidicoccus,Incomplete nitrogen-fixing genomes,
Westiellopsis prolifica IICB1,IICB1,GCF_004323185.1,1970206,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Westiellopsis,Incomplete nitrogen-fixing genomes,
Heliophilum fasciatum,DSM 11170,GCF_004341395.1,35700,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Heliobacteriaceae,Heliophilum,Incomplete nitrogen-fixing genomes,
Methanimicrococcus blatticola,DSM 13328,GCF_004363215.1,91560,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanimicrococcus,Incomplete nitrogen-fixing genomes,
Pelotomaculum propionicicum,MGP,GCF_004369225.1,258475,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,Incomplete nitrogen-fixing genomes,
Desulfoglaeba alkanexedens ALDC,ALDC,GCF_005377625.1,980445,cellular organisms,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,Incomplete nitrogen-fixing genomes,
Selenomonas felix,Marseille-P3560,GCF_900186465.1,1944634,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Incomplete nitrogen-fixing genomes,
Ureibacillus terrenus,ATCC BAA-384,GCF_006569205.1,118246,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Incomplete nitrogen-fixing genomes,
Hathewaya massiliensis,Marseille-P3545,GCF_902143515.1,1964382,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Hathewaya,Incomplete nitrogen-fixing genomes,
Ellagibacter isourolithinifaciens,DSM 104140,GCF_008831035.1,2137581,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Ellagibacter,Incomplete nitrogen-fixing genomes,
Desulfofundulus thermobenzoicus,DSM 14055,GCF_009428905.1,29376,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfofundulus,Incomplete nitrogen-fixing genomes,
Baileyella intestinalis,RF-744-FAT-WT-3,GCF_009695865.1,2606709,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Baileyella,Incomplete nitrogen-fixing genomes,
Mogibacterium kristiansenii,WCA-MUC-591-APC-4B,GCF_009695905.1,2606708,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Incomplete nitrogen-fixing genomes,
Pseudoramibacter porci,RF-744-FAT-4,GCF_009696145.1,2606631,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Incomplete nitrogen-fixing genomes,
Porcincola intestinalis,Oil+RF-744-WCA-WT-11,GCF_009696445.1,2606632,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Incomplete nitrogen-fixing genomes,
Anaerobutyricum soehngenii,BSM-383-APC-4H,GCF_009697165.1,105843,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Incomplete nitrogen-fixing genomes,
Acetivibrio mesophilus,N2K1,GCF_004102745.1,2487273,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Incomplete nitrogen-fixing genomes,
Defluviitalea raffinosedens,249c-K6,GCF_009765695.1,1450156,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Defluviitaleaceae,Defluviitalea,Incomplete nitrogen-fixing genomes,
Aminipila butyrica,DSM 103574,GCF_010669305.1,433296,Eubacteriales incertae sedis,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Aminipila,Incomplete nitrogen-fixing genomes,
Absicoccus porci,YH-panp20,GCF_003725415.1,2486576,cellular organisms,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absicoccus,Incomplete nitrogen-fixing genomes,
Thermosulfurimonas marina,SU872,GCF_012317585.1,2047767,cellular organisms,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfurimonas,Incomplete nitrogen-fixing genomes,
Brasilonema bromeliae SPC951,SPC951,GCF_012912135.1,385972,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Brasilonema,Incomplete nitrogen-fixing genomes,
Blautia faecis,DFI.3.66,GCF_020554845.1,871665,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Incomplete nitrogen-fixing genomes,
Caproicibacterium lactatifermentans,LBM19010,GCF_013315815.1,2666138,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacterium,Incomplete nitrogen-fixing genomes,
Methanofollis tationis,DSM 2702,GCF_013377755.1,81417,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Incomplete nitrogen-fixing genomes,
Catenisphaera adipataccumulans,DSM 25799,GCF_014202755.1,700500,cellular organisms,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera,Incomplete nitrogen-fixing genomes,
Megasphaera hominis,NSJ-59,GCF_014269395.1,159836,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Incomplete nitrogen-fixing genomes,
Caproicibacterium amylolyticum,LBM18003,GCF_014467055.1,2766537,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacterium,Incomplete nitrogen-fixing genomes,
[Eubacterium] tenue,1001254J_160919_B3,GCF_015668515.1,1737,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,Incomplete nitrogen-fixing genomes,
Paraclostridium dentum,SKVG24,GCF_012922555.1,2662455,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Paraclostridium,Incomplete nitrogen-fixing genomes,
Lactococcus hodotermopsidis,Hs30E4-3,GCF_011170085.1,2709157,cellular organisms,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Incomplete nitrogen-fixing genomes,
