test,GCF,main,evid,V1,Organism/Name,Strain,TaxID,no rank,superkingdom,phylum,class,order,family,genus,count,rename_phylum,phylum_size,rename_class,class_size,nifHDK
GCF_009937995.1_ASM993799v1_protein,GCF_009937995.1,Classical nitrogen-fixing genomes,No,11787,Sulfuriferula nivalis,SGTM,2675298,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuriferula,1,Pseudomonadota,6025,Betaproteobacteria,955,HDK
GCF_902859855.1_LMG_29542_protein,GCF_902859855.1,,,11788,Paraburkholderia humisilvae,LMG 29542,627669,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859875.1_LMG_29739_protein,GCF_902859875.1,,,11789,Paraburkholderia solisilvae,LMG 29739,624376,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859935.1_LMG_27177_protein,GCF_902859935.1,,,11790,Paraburkholderia fynbosensis,LMG 27177,1200993,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859895.1_LMG_28138_protein,GCF_902859895.1,,,11791,Pararobbsia alpina,LMG 28138,621374,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pararobbsia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859915.1_LMG_28614_protein,GCF_902859915.1,,,11792,Paraburkholderia ultramafica,LMG 28614,1544867,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859945.1_LMG_28688_protein,GCF_902859945.1,,,11793,Paraburkholderia caffeinitolerans,LMG 28688,1723730,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_001298955.1_11861_6_29_protein,GCF_001298955.1,,,11794,Achromobacter kerstersii,ATCC 31444,1353890,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859625.1_LMG_3431_protein,GCF_902859625.1,,,11795,Achromobacter pestifer,LMG 3431,1353889,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_012971725.1_ASM1297172v1_protein,GCF_012971725.1,,,11796,Pseudomonas multiresinivorans,populi,95301,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_902860125.1_LMG_26691_protein,GCF_902860125.1,,,11797,Achromobacter animicus,LMG 26691,1389935,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902859705.1_LMG_3458_protein,GCF_902859705.1,,,11798,Achromobacter deleyi,LMG 3458,1353891,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_903652925.1_LMG_26857_protein,GCF_903652925.1,,,11799,Achromobacter anxifer,LMG 26857,1287737,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_013003965.1_ASM1300396v1_protein,GCF_013003965.1,,,11801,Usitatibacter rugosus,0125_3,2732067,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Usitatibacteraceae,Usitatibacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_013003985.1_ASM1300398v1_protein,GCF_013003985.1,,,11802,Usitatibacter palustris,Swamp67,2732487,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Usitatibacteraceae,Usitatibacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_012277295.1_ASM1227729v1_protein,GCF_012277295.1,,,11806,Wolbachia endosymbiont of Ctenocephalides felis wCfeT,wCfeT,2732593,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_012277315.1_ASM1227731v1_protein,GCF_012277315.1,,,11807,Wolbachia endosymbiont of Ctenocephalides felis wCfeJ,wCfeJ,2732594,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013041605.1_ASM1304160v1_protein,GCF_013041605.1,Classical nitrogen-fixing genomes,Yes,11810,Vibrio plantisponsor,LMG 24470,664643,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_013087605.1_ASM1308760v1_protein,GCF_013087605.1,Classical nitrogen-fixing genomes,Yes,11811,Rhizobium indigoferae,CCBAU 71042,158891,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_005876855.1_ASM587685v1_protein,GCF_005876855.1,,,11813,Pseudomonas nosocomialis,A31/70,1056496,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_003355455.1_ASM335545v1_protein,GCF_003355455.1,,,11816,Erythrobacter aureus,YH-07,2182384,Erythrobacter/Porphyrobacter group,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_003957745.1_ASM395774v1_protein,GCF_003957745.1,,,11817,Shewanella khirikhana,TH2012,1965282,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_004006175.1_ASM400617v1_protein,GCF_004006175.1,,,11819,Parasedimentitalea marina,W43,2483033,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013385965.1_ASM1338596v1_protein,GCF_013385965.1,,,11820,Pseudomonas edaphica,B7002,2006980,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_006970865.1_ASM697086v1_protein,GCF_006970865.1,,,11821,Rhodoferax sediminis,CHu59-6-5,2509614,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_012276695.1_ASM1227669v1_protein,GCF_012276695.1,,,11827,Candidatus Pelagibacter giovannonii,NP1,2563896,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013133775.1_ASM1313377v1_protein,GCF_013133775.1,,,11829,Pelistega europaea,LMG10982,106147,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_013133795.1_ASM1313379v1_protein,GCF_013133795.1,,,11830,Pelistega suis,3340/3/1 0:00,1631957,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_002776695.1_ASM277669v1_protein,GCF_002776695.1,Classical nitrogen-fixing genomes,Yes,11835,Bradyrhizobium nitroreducens,TSA1,709803,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_017357285.1_ASM1735728v1_protein,GCF_017357285.1,Classical nitrogen-fixing genomes,Yes,11836,Rhizobium ruizarguesonis,NZLR24,2081791,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_001677885.1_ASM167788v1_protein,GCF_001677885.1,,,11843,Janthinobacterium psychrotolerans,S3-2,1747903,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_001705425.1_ASM170542v1_protein,GCF_001705425.1,,,11844,Mesorhizobium hungaricum,UASWS1009,1566387,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_006125015.1_ASM612501v1_protein,GCF_006125015.1,,,11845,Roseovarius arcticus,MK6-18,2547404,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_006352475.1_ASM635247v1_protein,GCF_006352475.1,,,11846,Acinetobacter pullicarnis,S23,2576829,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_009296165.1_ASM929616v1_protein,GCF_009296165.1,,,11847,Pseudomonas kitaguniensis,MAFF 212408,2607908,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_012222825.1_ASM1222282v1_protein,GCF_012222825.1,,,11848,Allofrancisella frigidaquae,SYSU 10HL1970,1085644,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Allofrancisella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_902459565.1_LMG_31011_protein,GCF_902459565.1,,,11865,Pandoraea aquatica,LMG 31011,2508290,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459645.1_LMG_31114_protein,GCF_902459645.1,,,11866,Pandoraea pneumonica,LMG 31114,2508299,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459625.1_LMG_31107_protein,GCF_902459625.1,,,11867,Pandoraea cepalis,LMG 31107,2508294,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459615.1_LMG_31010_protein,GCF_902459615.1,,,11868,Pandoraea commovens,LMG 31010,2508289,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459585.1_LMG_31109_protein,GCF_902459585.1,,,11869,Pandoraea nosoerga,LMG 31109,2508296,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459685.1_LMG_31009_protein,GCF_902459685.1,,,11870,Pandoraea iniqua,LMG 31009,2508288,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459655.1_LMG_31108_protein,GCF_902459655.1,,,11871,Pandoraea anhela,LMG 31108,2508295,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459575.1_LMG_31116_protein,GCF_902459575.1,,,11872,Pandoraea morbifera,LMG 31116,2508300,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459555.1_LMG_31112_protein,GCF_902459555.1,,,11873,Pandoraea horticolens,LMG 31112,2508298,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459595.1_LMG_31014_protein,GCF_902459595.1,,,11874,Pandoraea soli,LMG 31014,2508293,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459745.1_LMG_31110_protein,GCF_902459745.1,,,11875,Pandoraea communis,LMG 31110,2508297,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459725.1_LMG_31012_protein,GCF_902459725.1,,,11876,Pandoraea eparura,LMG 31012,2508291,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459735.1_LMG_20602_protein,GCF_902459735.1,,,11877,Pandoraea capi,LMG 20602,2508286,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459705.1_LMG_31013_protein,GCF_902459705.1,,,11878,Pandoraea terrigena,LMG 31013,2508292,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459775.1_LMG_31118_protein,GCF_902459775.1,,,11879,Pandoraea captiosa,LMG 31118,2508302,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459765.1_LMG_31117_protein,GCF_902459765.1,,,11880,Pandoraea anapnoica,LMG 31117,2508301,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_902459805.1_LMG_20603_protein,GCF_902459805.1,,,11881,Pandoraea bronchicola,LMG 20603,2508287,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_013240295.1_ASM1324029v1_protein,GCF_013240295.1,,,11883,Mesorhizobium sediminum,KCTC 42205,1849104,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013248965.1_ASM1324896v1_protein,GCF_013248965.1,,,11884,Psychrobacter okhotskensis,5179-1A,212403,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_013283645.1_ASM1328364v1_protein,GCF_013283645.1,Classical nitrogen-fixing genomes,Yes,11889,Ensifer psoraleae,CCBAU 65732,520838,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_013283665.1_ASM1328366v1_protein,GCF_013283665.1,Classical nitrogen-fixing genomes,Yes,11890,Ensifer sesbaniae,CCBAU 65729,1214071,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_013309895.1_ASM1330989v1_protein,GCF_013309895.1,,,11903,Wolbachia endosymbiont of Atemnus politus,K3,2682840,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013320815.1_ASM1332081v1_protein,GCF_013320815.1,,,11906,Rhizobium skierniewicense,Di1472,984260,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013342985.1_ASM1334298v1_protein,GCF_013342985.1,,,11909,Candidatus Ruthia endofausta,JDF_Ridge,2738852,Gammaproteobacteria incertae sedis,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Candidatus Ruthia,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_013343005.1_ASM1334300v1_protein,GCF_013343005.1,,,11910,Candidatus Reidiella endopervernicosa,Santa_Monica_outfall,2738883,Gammaproteobacteria incertae sedis,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Candidatus Reidiella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_013344475.1_ASM1334447v1_protein,GCF_013344475.1,,,11912,Martelella limonii,NBRC 109441,1647649,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_004138485.1_ASM413848v1_protein,GCF_004138485.1,,,11916,Steroidobacter soli,JW-3,2497877,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Steroidobacter,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_900696085.1_ERZ807199_protein,GCF_900696085.1,Classical nitrogen-fixing genomes,Yes,11922,Bradyrhizobium ivorense,CI-1B,2511166,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_019780885.1_ASM1978088v1_protein,GCF_019780885.1,Classical nitrogen-fixing genomes,Yes,11926,Azospirillum formosense,Nfb7,861533,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_013340935.1_ASM1334093v1_protein,GCF_013340935.1,Classical nitrogen-fixing genomes,Yes,11927,Azospirillum melinis,TMCY0552,328839,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_014197135.1_ASM1419713v1_protein,GCF_014197135.1,,,11928,Sphingomonas zeae,DSM 100049,1646122,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_003233655.1_ASM323365v1_protein,GCF_003233655.1,Classical nitrogen-fixing genomes,Yes,11930,Azospirillum ramasamyi,M2T2B2,682998,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_013365435.1_ASM1336543v1_protein,GCF_013365435.1,,,11933,Wolbachia endosymbiont of Litomosoides sigmodontis,wLsig,80850,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013365455.1_ASM1336545v1_protein,GCF_013365455.1,,,11934,Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis,FR3,1812115,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013365475.1_ASM1336547v1_protein,GCF_013365475.1,,,11935,Wolbachia endosymbiont of Cruorifilaria tuberocauda,55YT,1812111,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013365495.1_ASM1336549v1_protein,GCF_013365495.1,,,11936,Wolbachia endosymbiont of Dipetalonema caudispina,362YU,1812112,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013366805.1_ASM1336680v1_protein,GCF_013366805.1,,,11937,Wolbachia endosymbiont of Litomosoides brasiliensis,37PF,1812117,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013366855.1_ASM1336685v1_protein,GCF_013366855.1,,,11938,Wolbachia endosymbiont of Madathamugadia hiepei,81YU,1241303,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_003254665.1_ASM325466v1_protein,GCF_003254665.1,,,11941,Halomonas lactosivorans,KCTC 52281,2185141,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_005239095.1_ASM523909v1_protein,GCF_005239095.1,,,11942,Luteimonas gilva,H23,2572684,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_009671245.1_ASM967124v1_protein,GCF_009671245.1,,,11943,Marinicella rhabdoformis,3539,2580566,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_014192375.1_ASM1419237v1_protein,GCF_014192375.1,,,11945,Endobacter medicaginis,CECT 8088,1181271,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Endobacter,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_018335475.1_ASM1833547v1_protein,GCF_018335475.1,,,11946,Ameyamaea chiangmaiensis,TBRC 6,442969,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Ameyamaea,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_013376155.1_ASM1337615v1_protein,GCF_013376155.1,,,11947,Nguyenibacter vanlangensis,LMG 31431,1216886,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Nguyenibacter,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
